TF,RegulatedGene,Source,Info,CombinedName,Mode of Regulation,References (PMID),TF_entrezID,regulatedGene_entrezID
SALL4,SALL4,Trrust2,TRRUST2 (Regulation: Unknown),SALL4 || SALL4,Unknown,20505821,57167,57167
SALL4,ZEB1,Trrust2,TRRUST2 (Regulation: Activation),SALL4 || ZEB1,Activation,23954296,57167,6935
SALL4A,ABCA3,Trrust2,TRRUST2 (Regulation: Activation),SALL4A || ABCA3,Activation,21526180,99377,21
SALL4A,ABCG2,Trrust2,TRRUST2 (Regulation: Unknown),SALL4A || ABCG2,Unknown,21526180,99377,9429
SATB1,BCL2,Trrust2,TRRUST2 (Regulation: Activation),SATB1 || BCL2,Activation,20564216,6304,596
SATB1,BCL2,Trrust2,TRRUST2 (Regulation: Unknown),SATB1 || BCL2,Unknown,21310710,6304,596
SATB1,CD8B,Trrust2,TRRUST2 (Regulation: Unknown),SATB1 || CD8B,Unknown,11937547,6304,926
SATB1,CDK4,Trrust2,TRRUST2 (Regulation: Activation),SATB1 || CDK4,Activation,22583549,6304,1019
SATB1,CR2,Trrust2,TRRUST2 (Regulation: Unknown),SATB1 || CR2,Unknown,19487031,6304,1380
SATB1,CYBB,Trrust2,TRRUST2 (Regulation: Repression),SATB1 || CYBB,Repression,14605447,6304,1536
SATB1,GATA3,Trrust2,TRRUST2 (Regulation: Activation),SATB1 || GATA3,Activation,20126258,6304,2625
SATB1,HBE1,Trrust2,TRRUST2 (Regulation: Activation),SATB1 || HBE1,Activation,15618465,6304,3046
SATB1,HDAC1,Trrust2,TRRUST2 (Regulation: Unknown),SATB1 || HDAC1,Unknown,15713622,6304,3065
SATB1,IL2,Trrust2,TRRUST2 (Regulation: Unknown),SATB1 || IL2,Unknown,15713622,6304,3558
SATB1,IL2RA,Trrust2,TRRUST2 (Regulation: Unknown),SATB1 || IL2RA,Unknown,15713622,6304,3559
SATB1,IL4,Trrust2,TRRUST2 (Regulation: Activation),SATB1 || IL4,Activation,21799768,6304,3565
SATB1,IL5,Trrust2,TRRUST2 (Regulation: Repression),SATB1 || IL5,Repression,20522714,6304,3567
SATB1,MKI67,Trrust2,TRRUST2 (Regulation: Activation),SATB1 || MKI67,Activation,22839214,6304,4288
SATB1,SPARC,Trrust2,TRRUST2 (Regulation: Activation),SATB1 || SPARC,Activation,17343824,6304,6678
SATB1,SPI1,Trrust2,TRRUST2 (Regulation: Activation),SATB1 || SPI1,Activation,17694175,6304,6688
SATB2,TP63,Trrust2,TRRUST2 (Regulation: Repression),SATB2 || TP63,Repression,21965674,23314,8626
SATB2,UPF3B,Trrust2,TRRUST2 (Regulation: Activation),SATB2 || UPF3B,Activation,23925499,23314,65109
SCAND1,ZNF202,Trrust2,TRRUST2 (Regulation: Unknown),SCAND1 || ZNF202,Unknown,12444922,51282,7753
SCD5,EGR2,Trrust2,TRRUST2 (Regulation: Unknown),SCD5 || EGR2,Unknown,22510410,79966,1959
SEC14L2,PSMB9,Trrust2,TRRUST2 (Regulation: Unknown),SEC14L2 || PSMB9,Unknown,7699330,23541,5698
SERTAD1,SET,Trrust2,TRRUST2 (Regulation: Activation),SERTAD1 || SET,Activation,20570897,29950,6418
SETBP1,PTPA,Trrust2,TRRUST2 (Regulation: Repression),SETBP1 || PTPA,Repression,21233840,26040,5524
SETBP1,PTGER2,Trrust2,TRRUST2 (Regulation: Repression),SETBP1 || PTGER2,Repression,18419541,26040,5732
SETBP1,PTGS2,Trrust2,TRRUST2 (Regulation: Repression),SETBP1 || PTGS2,Repression,18419541,26040,5743
SF1,AMH,Trrust2,TRRUST2 (Regulation: Activation),SF1 || AMH,Activation,11097782,7536,268
SF1,AMH,Trrust2,TRRUST2 (Regulation: Unknown),SF1 || AMH,Unknown,9774680,7536,268
SF1,CYP11A1,Trrust2,TRRUST2 (Regulation: Activation),SF1 || CYP11A1,Activation,19477906,7536,1583
SF1,HSD3B2,Trrust2,TRRUST2 (Regulation: Unknown),SF1 || HSD3B2,Unknown,23874725,7536,3284
SF1,LHB,Trrust2,TRRUST2 (Regulation: Unknown),SF1 || LHB,Unknown,19106114,7536,3972
SF1,MC2R,Trrust2,TRRUST2 (Regulation: Activation),SF1 || MC2R,Activation,12530626,7536,4158
SF1,NR0B1,Trrust2,TRRUST2 (Regulation: Unknown),SF1 || NR0B1,Unknown,11923472;9232190,7536,190
SF1,SF3B1,Trrust2,TRRUST2 (Regulation: Unknown),SF1 || SF3B1,Unknown,16376933,7536,23451
SF1,SOX9,Trrust2,TRRUST2 (Regulation: Unknown),SF1 || SOX9,Unknown,21412441,7536,6662
SF1,STAR,Trrust2,TRRUST2 (Regulation: Unknown),SF1 || STAR,Unknown,19001523,7536,6770
SF1,SULT2A1,Trrust2,TRRUST2 (Regulation: Activation),SF1 || SULT2A1,Activation,15388788,7536,6822
SF1,SULT2A1,Trrust2,TRRUST2 (Regulation: Unknown),SF1 || SULT2A1,Unknown,15878968,7536,6822
SF1,TCERG1,Trrust2,TRRUST2 (Regulation: Repression),SF1 || TCERG1,Repression,11604498,7536,10915
SF1,U2AF2,Trrust2,TRRUST2 (Regulation: Unknown),SF1 || U2AF2,Unknown,10606272;16376933,7536,11338
SFPQ,ADARB2,Trrust2,TRRUST2 (Regulation: Repression),SFPQ || ADARB2,Repression,24173718,6421,105
SFPQ,CXCL8,Trrust2,TRRUST2 (Regulation: Repression),SFPQ || CXCL8,Repression,24507715,6421,3576
SFPQ,DNAAF4,Trrust2,TRRUST2 (Regulation: Unknown),SFPQ || DNAAF4,Unknown,18445785,6421,161582
SFPQ,NEAT1,Trrust2,TRRUST2 (Regulation: Unknown),SFPQ || NEAT1,Unknown,24507715,6421,283131
SFPQ,STAT6,Trrust2,TRRUST2 (Regulation: Repression),SFPQ || STAT6,Repression,21106524,6421,6778
SFPQ,TH,Trrust2,TRRUST2 (Regulation: Unknown),SFPQ || TH,Unknown,16731528,6421,7054
SHOX,ACAN,Trrust2,TRRUST2 (Regulation: Unknown),SHOX || ACAN,Unknown,24421874,6473,176
SHOX,FGFR3,Trrust2,TRRUST2 (Regulation: Activation),SHOX || FGFR3,Activation,21273290,6473,2261
SHOX,NPPB,Trrust2,TRRUST2 (Regulation: Activation),SHOX || NPPB,Activation,17881654,6473,4879
SHOX,NPPB,Trrust2,TRRUST2 (Regulation: Unknown),SHOX || NPPB,Unknown,24421874,6473,4879
SHOX2,ACAN,Trrust2,TRRUST2 (Regulation: Unknown),SHOX2 || ACAN,Unknown,24421874,6474,176
SHOX2,NPPB,Trrust2,TRRUST2 (Regulation: Unknown),SHOX2 || NPPB,Unknown,24421874,6474,4879
SIM2,BCL2,Trrust2,TRRUST2 (Regulation: Repression),SIM2 || BCL2,Repression,21729534,6493,596
SIM2,CASP3,Trrust2,TRRUST2 (Regulation: Activation),SIM2 || CASP3,Activation,21729534,6493,836
SIM2,PRKN,Trrust2,TRRUST2 (Regulation: Unknown),SIM2 || PRKN,Unknown,15963499,6493,5071
SIN3A,E2F1,Trrust2,TRRUST2 (Regulation: Repression),SIN3A || E2F1,Repression,16254079,25942,1869
SIN3A,KLK3,Trrust2,TRRUST2 (Regulation: Repression),SIN3A || KLK3,Repression,16254079,25942,354
SIRT1,ABCB1,Trrust2,TRRUST2 (Regulation: Activation),SIRT1 || ABCB1,Activation,20713551,23411,5243
SIRT1,ACAN,Trrust2,TRRUST2 (Regulation: Activation),SIRT1 || ACAN,Activation,21337390,23411,176
SIRT1,ADAMTS5,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || ADAMTS5,Repression,21337390,23411,11096
SIRT1,BCL11A,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || BCL11A,Repression,15639232,23411,53335
SIRT1,CCAR2,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || CCAR2,Repression,23892437,23411,57805
SIRT1,CCND1,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || CCND1,Repression,21474819,23411,595
SIRT1,CDH1,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || CDH1,Repression,21640770;22249256,23411,999
SIRT1,CDKN1A,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || CDKN1A,Repression,15130752;21719763;23474493,23411,1026
SIRT1,CFH,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || CFH,Repression,17558024,23411,3075
SIRT1,CFLAR,Trrust2,TRRUST2 (Regulation: Activation),SIRT1 || CFLAR,Activation,22483777,23411,8837
SIRT1,COL10A1,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || COL10A1,Repression,21337390,23411,1300
SIRT1,COL1A2,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || COL1A2,Repression,23079621,23411,1278
SIRT1,CTNNB1,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || CTNNB1,Repression,22245592,23411,1499
SIRT1,DLL4,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || DLL4,Repression,20631301,23411,54567
SIRT1,EGLN1,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || EGLN1,Repression,22245592,23411,54583
SIRT1,ESRRG,Trrust2,TRRUST2 (Regulation: Activation),SIRT1 || ESRRG,Activation,19690166,23411,2104
SIRT1,EZH2,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || EZH2,Repression,21703114,23411,2146
SIRT1,FOXO3,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || FOXO3,Repression,17558024;21841822,23411,2309
SIRT1,FOXP3,Trrust2,TRRUST2 (Regulation: Unknown),SIRT1 || FOXP3,Unknown,21533107,23411,50943
SIRT1,HBE1,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || HBE1,Repression,22328728,23411,3046
SIRT1,HIC1,Trrust2,TRRUST2 (Regulation: Unknown),SIRT1 || HIC1,Unknown,22510409,23411,3090
SIRT1,HIF1A,Trrust2,TRRUST2 (Regulation: Activation),SIRT1 || HIF1A,Activation,22245592,23411,3091
SIRT1,HSF1,Trrust2,TRRUST2 (Regulation: Activation),SIRT1 || HSF1,Activation,23349863,23411,3297
SIRT1,HSF1,Trrust2,TRRUST2 (Regulation: Unknown),SIRT1 || HSF1,Unknown,19229036,23411,3297
SIRT1,HSPA4,Trrust2,TRRUST2 (Regulation: Unknown),SIRT1 || HSPA4,Unknown,23349863,23411,3308
SIRT1,HYOU1,Trrust2,TRRUST2 (Regulation: Activation),SIRT1 || HYOU1,Activation,22564731,23411,10525
SIRT1,ICAM1,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || ICAM1,Repression,23238746,23411,3383
SIRT1,IL1B,Trrust2,TRRUST2 (Regulation: Unknown),SIRT1 || IL1B,Unknown,21245135,23411,3553
SIRT1,LIN28A,Trrust2,TRRUST2 (Regulation: Unknown),SIRT1 || LIN28A,Unknown,24631505,23411,79727
SIRT1,MCL1,Trrust2,TRRUST2 (Regulation: Activation),SIRT1 || MCL1,Activation,22483777,23411,4170
SIRT1,MMP9,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || MMP9,Repression,19376817;21474819,23411,4318
SIRT1,MYC,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || MYC,Repression,22245592;22483777,23411,4609
SIRT1,NBN,Trrust2,TRRUST2 (Regulation: Activation),SIRT1 || NBN,Activation,18692496,23411,4683
SIRT1,NDRG1,Trrust2,TRRUST2 (Regulation: Unknown),SIRT1 || NDRG1,Unknown,16314423,23411,10397
SIRT1,NOTCH1,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || NOTCH1,Repression,23028940,23411,4851
SIRT1,NQO1,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || NQO1,Repression,20623181,23411,1728
SIRT1,PAX6,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || PAX6,Repression,20631301,23411,5080
SIRT1,PER1,Trrust2,TRRUST2 (Regulation: Activation),SIRT1 || PER1,Activation,22149272,23411,5187
SIRT1,PPARG,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || PPARG,Repression,15850715,23411,5468
SIRT1,SELE,Trrust2,TRRUST2 (Regulation: Unknown),SIRT1 || SELE,Unknown,21810449,23411,6401
SIRT1,SHC1,Trrust2,TRRUST2 (Regulation: Unknown),SIRT1 || SHC1,Unknown,21778425,23411,6464
SIRT1,TBX3,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || TBX3,Repression,20631301,23411,6926
SIRT1,TERT,Trrust2,TRRUST2 (Regulation: Unknown),SIRT1 || TERT,Unknown,24416313,23411,7015
SIRT1,TNF,Trrust2,TRRUST2 (Regulation: Unknown),SIRT1 || TNF,Unknown,21245135,23411,7124
SIRT1,TNFRSF10B,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || TNFRSF10B,Repression,22483777,23411,8795
SIRT1,TP53,Trrust2,TRRUST2 (Regulation: Activation),SIRT1 || TP53,Activation,23661372,23411,7157
SIRT1,TP53,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || TP53,Repression,15130752;15632193,23411,7157
SIRT1,TP73,Trrust2,TRRUST2 (Regulation: Unknown),SIRT1 || TP73,Unknown,19188449,23411,7161
SIRT1,WRN,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || WRN,Repression,17996922,23411,7486
SIRT1,XPC,Trrust2,TRRUST2 (Regulation: Repression),SIRT1 || XPC,Repression,21149730,23411,7508
SIRT2,AFP,Trrust2,TRRUST2 (Regulation: Activation),SIRT2 || AFP,Activation,14522900,22933,174
SIRT2,CDKN1A,Trrust2,TRRUST2 (Regulation: Repression),SIRT2 || CDKN1A,Repression,14522900,22933,1026
SIRT2,NEDD4,Trrust2,TRRUST2 (Regulation: Repression),SIRT2 || NEDD4,Repression,23175188,22933,4734
SIRT3,FOXO3,Trrust2,TRRUST2 (Regulation: Unknown),SIRT3 || FOXO3,Unknown,23665396,23410,2309
SIX1,CDH1,Trrust2,TRRUST2 (Regulation: Repression),SIX1 || CDH1,Repression,22286765,6495,999
SIX1,VEGFC,Trrust2,TRRUST2 (Regulation: Activation),SIX1 || VEGFC,Activation,22466647,6495,7424
SKI,FHL2,Trrust2,TRRUST2 (Regulation: Activation),SKI || FHL2,Activation,14583455,6497,2274
SKI,MDM2,Trrust2,TRRUST2 (Regulation: Activation),SKI || MDM2,Activation,22411991,6497,4193
SKIL,ADAM12,Trrust2,TRRUST2 (Regulation: Repression),SKIL || ADAM12,Repression,20457602,6498,8038
SKIL,SMAD7,Trrust2,TRRUST2 (Regulation: Repression),SKIL || SMAD7,Repression,23154975,6498,4092
SLA2,CD69,Trrust2,TRRUST2 (Regulation: Unknown),SLA2 || CD69,Unknown,11696592,84174,969
SLC2A4RG,SLC2A4,Trrust2,TRRUST2 (Regulation: Activation),SLC2A4RG || SLC2A4,Activation,14630949,56731,6517
SMAD1,CXCL2,Trrust2,TRRUST2 (Regulation: Unknown),SMAD1 || CXCL2,Unknown,17363596,4086,2920
SMAD1,IBSP,Trrust2,TRRUST2 (Regulation: Unknown),SMAD1 || IBSP,Unknown,23485603,4086,3381
SMAD1,TNFRSF11B,Trrust2,TRRUST2 (Regulation: Unknown),SMAD1 || TNFRSF11B,Unknown,11139569,4086,4982
SMAD2,AHR,Trrust2,TRRUST2 (Regulation: Unknown),SMAD2 || AHR,Unknown,11259615,4087,196
SMAD2,BCL2,Trrust2,TRRUST2 (Regulation: Unknown),SMAD2 || BCL2,Unknown,24739390,4087,596
SMAD2,CDKN1A,Trrust2,TRRUST2 (Regulation: Unknown),SMAD2 || CDKN1A,Unknown,10506225,4087,1026
SMAD2,GLI1,Trrust2,TRRUST2 (Regulation: Unknown),SMAD2 || GLI1,Unknown,24739390,4087,2735
SMAD2,NKX2-1,Trrust2,TRRUST2 (Regulation: Unknown),SMAD2 || NKX2-1,Unknown,23259454,4087,7080
SMAD3,AHR,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || AHR,Unknown,11259615,4088,196
SMAD3,ANGPTL4,Trrust2,TRRUST2 (Regulation: Activation),SMAD3 || ANGPTL4,Activation,24330518,4088,51129
SMAD3,APOC3,Trrust2,TRRUST2 (Regulation: Activation),SMAD3 || APOC3,Activation,10995777,4088,345
SMAD3,BAMBI,Trrust2,TRRUST2 (Regulation: Activation),SMAD3 || BAMBI,Activation,15240101,4088,25805
SMAD3,BGLAP,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || BGLAP,Unknown,11278818,4088,632
SMAD3,CCND2,Trrust2,TRRUST2 (Regulation: Activation),SMAD3 || CCND2,Activation,24416423,4088,894
SMAD3,CDKN1A,Trrust2,TRRUST2 (Regulation: Activation),SMAD3 || CDKN1A,Activation,10878024,4088,1026
SMAD3,CDKN1A,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || CDKN1A,Unknown,10506225,4088,1026
SMAD3,COL7A1,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || COL7A1,Unknown,9843964,4088,1294
SMAD3,CYP17A1,Trrust2,TRRUST2 (Regulation: Repression),SMAD3 || CYP17A1,Repression,17786540,4088,1586
SMAD3,CYP7A1,Trrust2,TRRUST2 (Regulation: Repression),SMAD3 || CYP7A1,Repression,17920062,4088,1581
SMAD3,EPO,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || EPO,Unknown,14741200,4088,2056
SMAD3,FOXA2,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || FOXA2,Unknown,21625455,4088,3170
SMAD3,FOXP3,Trrust2,TRRUST2 (Regulation: Activation),SMAD3 || FOXP3,Activation,20937549,4088,50943
SMAD3,FST,Trrust2,TRRUST2 (Regulation: Activation),SMAD3 || FST,Activation,24330518,4088,10468
SMAD3,FSTL3,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || FSTL3,Unknown,11571638,4088,10272
SMAD3,GLI2,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || GLI2,Unknown,19797115,4088,2736
SMAD3,JUN,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || JUN,Unknown,10022869,4088,3725
SMAD3,LTBP4,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || LTBP4,Unknown,23741501,4088,8425
SMAD3,MMP9,Trrust2,TRRUST2 (Regulation: Repression),SMAD3 || MMP9,Repression,15086314,4088,4318
SMAD3,MXD1,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || MXD1,Unknown,21345218,4088,4084
SMAD3,MYC,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || MYC,Unknown,17132729,4088,4609
SMAD3,POR,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || POR,Unknown,21393444,4088,5447
SMAD3,PTHLH,Trrust2,TRRUST2 (Regulation: Activation),SMAD3 || PTHLH,Activation,24330518,4088,5744
SMAD3,SERPINE1,Trrust2,TRRUST2 (Regulation: Activation),SMAD3 || SERPINE1,Activation,17761371;24330518;9765209,4088,5054
SMAD3,SERPINE1,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || SERPINE1,Unknown,10557285,4088,5054
SMAD3,SMAD7,Trrust2,TRRUST2 (Regulation: Repression),SMAD3 || SMAD7,Repression,12761881,4088,4092
SMAD3,SMAD7,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || SMAD7,Unknown,10559222;10823886,4088,4092
SMAD3,TERT,Trrust2,TRRUST2 (Regulation: Repression),SMAD3 || TERT,Repression,20842112,4088,7015
SMAD3,TERT,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || TERT,Unknown,16785237,4088,7015
SMAD3,TGFB1,Trrust2,TRRUST2 (Regulation: Repression),SMAD3 || TGFB1,Repression,19214138,4088,7040
SMAD3,TNC,Trrust2,TRRUST2 (Regulation: Activation),SMAD3 || TNC,Activation,15001984,4088,3371
SMAD3,VDR,Trrust2,TRRUST2 (Regulation: Activation),SMAD3 || VDR,Activation,17471513,4088,7421
SMAD3,VEGFA,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || VEGFA,Unknown,11486006,4088,7422
SMAD3,ZFP36,Trrust2,TRRUST2 (Regulation: Unknown),SMAD3 || ZFP36,Unknown,12754205,4088,7538
SMAD4,AHR,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || AHR,Unknown,11259615,4089,196
SMAD4,APOC3,Trrust2,TRRUST2 (Regulation: Activation),SMAD4 || APOC3,Activation,10995777,4089,345
SMAD4,BAMBI,Trrust2,TRRUST2 (Regulation: Activation),SMAD4 || BAMBI,Activation,15240101,4089,25805
SMAD4,BCL2,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || BCL2,Unknown,24739390,4089,596
SMAD4,BGLAP,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || BGLAP,Unknown,11278818,4089,632
SMAD4,BTRC,Trrust2,TRRUST2 (Regulation: Repression),SMAD4 || BTRC,Repression,14988407,4089,8945
SMAD4,CDKN1A,Trrust2,TRRUST2 (Regulation: Activation),SMAD4 || CDKN1A,Activation,10878024,4089,1026
SMAD4,CDKN2B,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || CDKN2B,Unknown,19419955,4089,1030
SMAD4,COL7A1,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || COL7A1,Unknown,9843964,4089,1294
SMAD4,DACH1,Trrust2,TRRUST2 (Regulation: Repression),SMAD4 || DACH1,Repression,14525983,4089,1602
SMAD4,EPO,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || EPO,Unknown,14741200,4089,2056
SMAD4,FBXO32,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || FBXO32,Unknown,20065949,4089,114907
SMAD4,FSTL3,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || FSTL3,Unknown,11571638,4089,10272
SMAD4,GLI1,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || GLI1,Unknown,24739390,4089,2735
SMAD4,HP,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || HP,Unknown,11331273,4089,3240
SMAD4,JUN,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || JUN,Unknown,10022869,4089,3725
SMAD4,MYC,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || MYC,Unknown,17132729,4089,4609
SMAD4,POR,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || POR,Unknown,21393444,4089,5447
SMAD4,RUNX1T1,Trrust2,TRRUST2 (Regulation: Activation),SMAD4 || RUNX1T1,Activation,21540640,4089,862
SMAD4,SERPINE1,Trrust2,TRRUST2 (Regulation: Activation),SMAD4 || SERPINE1,Activation,9765209,4089,5054
SMAD4,SKIL,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || SKIL,Unknown,22674574,4089,6498
SMAD4,SMAD7,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || SMAD7,Unknown,10559222;10823886,4089,4092
SMAD4,TGFB1,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || TGFB1,Unknown,21968601,4089,7040
SMAD4,TNC,Trrust2,TRRUST2 (Regulation: Activation),SMAD4 || TNC,Activation,15001984,4089,3371
SMAD4,UCP2,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || UCP2,Unknown,21935467,4089,7351
SMAD4,ZFP36,Trrust2,TRRUST2 (Regulation: Unknown),SMAD4 || ZFP36,Unknown,12754205,4089,7538
SMAD7,CDK1,Trrust2,TRRUST2 (Regulation: Repression),SMAD7 || CDK1,Repression,15023526,4092,983
SMAD7,CDKN1A,Trrust2,TRRUST2 (Regulation: Repression),SMAD7 || CDKN1A,Repression,15555279,4092,1026
SMAD7,CDKN2B,Trrust2,TRRUST2 (Regulation: Repression),SMAD7 || CDKN2B,Repression,15555279,4092,1030
SMAD7,HMOX1,Trrust2,TRRUST2 (Regulation: Unknown),SMAD7 || HMOX1,Unknown,11018038,4092,3162
SMAD7,KRT14,Trrust2,TRRUST2 (Regulation: Repression),SMAD7 || KRT14,Repression,15023526,4092,3861
SMAD7,MET,Trrust2,TRRUST2 (Regulation: Activation),SMAD7 || MET,Activation,15339794,4092,79811
SMAD7,MYC,Trrust2,TRRUST2 (Regulation: Activation),SMAD7 || MYC,Activation,15555279,4092,4609
SMAD7,TGFB1,Trrust2,TRRUST2 (Regulation: Activation),SMAD7 || TGFB1,Activation,19214138,4092,7040
SMAD7,TGFBR1,Trrust2,TRRUST2 (Regulation: Repression),SMAD7 || TGFBR1,Repression,15221015,4092,7046
SMARCA1,CD44,Trrust2,TRRUST2 (Regulation: Repression),SMARCA1 || CD44,Repression,14604992,6594,960
SMARCA1,CDKN2A,Trrust2,TRRUST2 (Regulation: Activation),SMARCA1 || CDKN2A,Activation,14604992,6594,1029
SMARCA4,ABCG2,Trrust2,TRRUST2 (Regulation: Activation),SMARCA4 || ABCG2,Activation,18234970,6597,9429
SMARCA4,CAD,Trrust2,TRRUST2 (Regulation: Unknown),SMARCA4 || CAD,Unknown,14559996,6597,790
SMARCA4,CCND1,Trrust2,TRRUST2 (Regulation: Repression),SMARCA4 || CCND1,Repression,18239461,6597,595
SMARCA4,CD44,Trrust2,TRRUST2 (Regulation: Repression),SMARCA4 || CD44,Repression,14604992,6597,960
SMARCA4,CDH1,Trrust2,TRRUST2 (Regulation: Activation),SMARCA4 || CDH1,Activation,20418909,6597,999
SMARCA4,CDKN1A,Trrust2,TRRUST2 (Regulation: Activation),SMARCA4 || CDKN1A,Activation,14729964,6597,1026
SMARCA4,CDKN2A,Trrust2,TRRUST2 (Regulation: Activation),SMARCA4 || CDKN2A,Activation,14604992,6597,1029
SMARCA4,FOS,Trrust2,TRRUST2 (Regulation: Repression),SMARCA4 || FOS,Repression,10082538,6597,2353
SMARCA4,MECOM,Trrust2,TRRUST2 (Regulation: Activation),SMARCA4 || MECOM,Activation,14555651,6597,2122
SMARCB1,CD44,Trrust2,TRRUST2 (Regulation: Repression),SMARCB1 || CD44,Repression,14604992,6598,960
SMARCB1,CDKN2A,Trrust2,TRRUST2 (Regulation: Activation),SMARCB1 || CDKN2A,Activation,14604992,6598,1029
SMG6,UPF1,Trrust2,TRRUST2 (Regulation: Unknown),SMG6 || UPF1,Unknown,25053839,23293,5976
SMURF2,KLF5,Trrust2,TRRUST2 (Regulation: Repression),SMURF2 || KLF5,Repression,21953463,64750,688
SNAI1,CDH1,Trrust2,TRRUST2 (Regulation: Repression),SNAI1 || CDH1,Repression,12579345;15311212;16424022;16502042;16617148;16804902;19179606;19874710;19893985;20053763,6615,999
SNAI1,CDH1,Trrust2,TRRUST2 (Regulation: Unknown),SNAI1 || CDH1,Unknown,21081648;21796367,6615,999
SNAI1,CDH2,Trrust2,TRRUST2 (Regulation: Unknown),SNAI1 || CDH2,Unknown,21796367,6615,1000
SNAI1,CLDN3,Trrust2,TRRUST2 (Regulation: Repression),SNAI1 || CLDN3,Repression,19874710,6615,1365
SNAI1,CXADR,Trrust2,TRRUST2 (Regulation: Repression),SNAI1 || CXADR,Repression,10487759,6615,1525
SNAI1,FN1,Trrust2,TRRUST2 (Regulation: Unknown),SNAI1 || FN1,Unknown,22223884,6615,2335
SNAI1,HBEGF,Trrust2,TRRUST2 (Regulation: Activation),SNAI1 || HBEGF,Activation,22641673,6615,1839
SNAI1,PEBP1,Trrust2,TRRUST2 (Regulation: Repression),SNAI1 || PEBP1,Repression,18477483;19538137,6615,5037
SNAI1,SNAI1,Trrust2,TRRUST2 (Regulation: Unknown),SNAI1 || SNAI1,Unknown,16617148,6615,6615
SNAI1,THBS1,Trrust2,TRRUST2 (Regulation: Repression),SNAI1 || THBS1,Repression,19874710,6615,7057
SNAI1,VDR,Trrust2,TRRUST2 (Regulation: Repression),SNAI1 || VDR,Repression,15322538;16804902;20138990,6615,7421
SNAI2,CD44,Trrust2,TRRUST2 (Regulation: Activation),SNAI2 || CD44,Activation,20509143,6591,960
