,gene/TF,region
1728071,PLEKHB2,Hippocampus
1733619,UGGT1,Hippocampus
1734308,CFLAR,Hippocampus
1734960,SP100,Hippocampus
1739038,ACOT8,Hippocampus
1739259,ADA,Hippocampus
1741217,ATRN,Hippocampus
1745228,SLCO4A1,Hippocampus
1746196,SS18L1,Hippocampus
1752087,CDC25B,Hippocampus
1760570,IFT52,Hippocampus
1763709,NECAB3,Hippocampus
1766643,PAK5,Hippocampus
1767141,PCSK2,Hippocampus
1768244,PLCG1,Hippocampus
1773699,SIRPA,Hippocampus
1774300,SPAG4,Hippocampus
1777582,EPB41L1,Hippocampus
1791126,DDX27,Hippocampus
1795020,ARFGEF2,Hippocampus
1799024,TAF4,Hippocampus
1799136,TASP1,Hippocampus
1802257,ITCH,Hippocampus
1805202,POLR3F,Hippocampus
1806293,AAR2,Hippocampus
1807427,EIF2S2,Hippocampus
1807565,GDAP1L1,Hippocampus
1809723,RALGAPB,Hippocampus
1812304,MC3R,Hippocampus
1812749,PIGT,Hippocampus
1817201,SERINC3,Hippocampus
1817466,RPS21,Hippocampus
1826836,VPS26C,Hippocampus
1827460,C21orf91,Hippocampus
1827693,CFAP298,Hippocampus
1832418,MCM3AP-AS1,Hippocampus
1833386,PAXBP1,Hippocampus
1839426,HSPA13,Hippocampus
1840478,NRIP1,Hippocampus
1841113,CHAF1B,Hippocampus
1841553,PSMG1,Hippocampus
1841741,RCAN1,Hippocampus
1857458,APOBEC3F,Hippocampus
1863512,SERHL2,Hippocampus
1870479,YWHAH,Hippocampus
1873862,DDX17,Hippocampus
1875094,DNAL4,Hippocampus
1879508,GRK3,Hippocampus
1884539,MORC2,Hippocampus
1887231,PISD,Hippocampus
1887752,PMM1,Hippocampus
1890786,LARGE1,Hippocampus
1898604,COMT,Hippocampus
1903251,POLDIP3,Hippocampus
1925975,KLHL22,Hippocampus
1926303,MAPK8IP2,Hippocampus
1926498,MPST,Hippocampus
1941491,MN1,Hippocampus
1942142,ATP6V1E1,Hippocampus
1942328,PI4KA,Hippocampus
1946773,APEH,Hippocampus
1953421,ATP1B3,Hippocampus
1954085,PTPRG,Hippocampus
1955355,RBM6,Hippocampus
1963432,SLC6A1,Hippocampus
1965078,STAB1,Hippocampus
1968589,TMCC1,Hippocampus
1968862,TMEM115,Hippocampus
1969558,TNIK,Hippocampus
1971671,UBA5,Hippocampus
1972954,WDR5B,Hippocampus
1976591,BCL6,Hippocampus
1978684,CADPS,Hippocampus
1980455,CDV3,Hippocampus
1980975,CGGBP1,Hippocampus
1983682,COLQ,Hippocampus
1984288,COPG1,Hippocampus
1987857,DOCK3,Hippocampus
1988030,DZIP3,Hippocampus
1993800,FHIT,Hippocampus
1996096,GMPS,Hippocampus
2001091,KALRN,Hippocampus
2001577,KLHL24,Hippocampus
2009600,P4HTM,Hippocampus
2010406,PLA1A,Hippocampus
2010724,PLCL2,Hippocampus
2012444,POGLUT1,Hippocampus
2013070,PPP1R2,Hippocampus
2013326,PPP4R2,Hippocampus
2014077,LTF,Hippocampus
2016072,CACNA1D,Hippocampus
2017274,GRM7,Hippocampus
2017616,AZI2,Hippocampus
2019981,FNDC3B,Hippocampus
2020550,TAGLN3,Hippocampus
2024463,ARPP21,Hippocampus
2025098,QRICH1,Hippocampus
2027922,SMARCC1,Hippocampus
2035057,HLTF,Hippocampus
2040974,PIGZ,Hippocampus
2043680,SLC25A20,Hippocampus
2047453,SCN11A,Hippocampus
2048872,SPCS1,Hippocampus
2054874,GRAMD1C,Hippocampus
2057743,MECOM,Hippocampus
2059620,OPA1,Hippocampus
2060906,PLAAT1,Hippocampus
2063081,APOD,Hippocampus
2066749,SLC2A2,Hippocampus
2067764,THOC7,Hippocampus
2068942,TRPC1,Hippocampus
2078372,NUP210,Hippocampus
2082491,ATP6V1A,Hippocampus
2083144,RYBP,Hippocampus
2088999,RPL32,Hippocampus
2092536,ZNF35,Hippocampus
2093195,CD86,Hippocampus
2093472,EIF5A2,Hippocampus
2095973,P3H2,Hippocampus
2098645,SLC26A6,Hippocampus
2100189,TMEM39A,Hippocampus
2100584,PARP3,Hippocampus
2103044,PTX3,Hippocampus
2103797,SIDT1,Hippocampus
2107326,NCBP2,Hippocampus
2108164,LRRC31,Hippocampus
2111733,GLRA3,Hippocampus
2118075,SLC25A4,Hippocampus
2121241,TNIP2,Hippocampus
2129188,GPM6A,Hippocampus
2133430,MANBA,Hippocampus
2138314,PPA2,Hippocampus
2141823,ACSL1,Hippocampus
2142741,AFP,Hippocampus
2143867,QDPR,Hippocampus
2146595,CCNG2,Hippocampus
2146696,CCNI,Hippocampus
2148628,EXOC1,Hippocampus
2150158,HPGD,Hippocampus
2150608,IL2,Hippocampus
2160442,GAB1,Hippocampus
2160905,HERC5,Hippocampus
2161146,IL21,Hippocampus
2161678,MAD2L1,Hippocampus
2164179,ADGRL3,Hippocampus
2164388,AFAP1,Hippocampus
2165323,APBB2,Hippocampus
2167024,UCHL1,Hippocampus
2167992,CDS1,Hippocampus
2168136,CTBP1,Hippocampus
2168787,DNAJB14,Hippocampus
2169112,ETNPPL,Hippocampus
2173304,PCGF3,Hippocampus
2175805,PPBP,Hippocampus
2181585,NSUN7,Hippocampus
2182959,AP1AR,Hippocampus
2187701,PCDH7,Hippocampus
2192629,MAP9,Hippocampus
2193917,CPLANE1,Hippocampus
2194337,PCDHA5,Hippocampus
2200910,SAP30L,Hippocampus
2201161,SELENOP,Hippocampus
2201581,SFXN1,Hippocampus
2203228,SLCO4C1,Hippocampus
2206421,TCERG1,Hippocampus
2207787,TGFBI,Hippocampus
2209533,TNPO1,Hippocampus
2215546,CCNH,Hippocampus
2219721,DHFR,Hippocampus
2225052,HMGCS1,Hippocampus
2231511,NDUFS4,Hippocampus
2231966,NME5,Hippocampus
2232182,NREP,Hippocampus
2235264,PCYOX1L,Hippocampus
2236974,PLK2,Hippocampus
2240171,AMACR,Hippocampus
2243791,ADAM19,Hippocampus
2245586,SEC24A,Hippocampus
2248684,TRIM36,Hippocampus
2248976,C5orf66,Hippocampus
2252921,FAT2,Hippocampus
2254425,GRM6,Hippocampus
2256237,LRRTM2,Hippocampus
2256962,MRPS27,Hippocampus
2259325,NSD1,Hippocampus
2260422,PPP2R2B,Hippocampus
2263630,SLC23A1,Hippocampus
2264080,SPDL1,Hippocampus
2265322,CAMLG,Hippocampus
2267649,HBEGF,Hippocampus
2268899,MOCS2,Hippocampus
2269807,NIPBL,Hippocampus
2270059,OXCT1,Hippocampus
2273192,ANXA6,Hippocampus
2276240,SV2C,Hippocampus
2276479,TAF9,Hippocampus
2279558,FAM193B,Hippocampus
2289902,SLC26A2,Hippocampus
2293887,SCAMP1,Hippocampus
2294930,CDH10,Hippocampus
2296179,GABRG2,Hippocampus
2296365,GHR,Hippocampus
2297091,KIF3A,Hippocampus
2298726,ANKH,Hippocampus
2300178,SLC12A7,Hippocampus
2301027,JADE2,Hippocampus
2302178,FAM169A,Hippocampus
2304410,RNF14,Hippocampus
2304889,ACSL6,Hippocampus
2310085,PPIC,Hippocampus
2311012,CRYBG1,Hippocampus
2321311,RIPOR2,Hippocampus
2330268,TREM2,Hippocampus
2331795,WASF1,Hippocampus
2338406,DNPH1,Hippocampus
2340010,ELOVL4,Hippocampus
2348328,H2BC5,Hippocampus
2358652,MTRF1L,Hippocampus
2361328,PCMT1,Hippocampus
2362029,PEX7,Hippocampus
2366536,PXDC1,Hippocampus
2367327,ZNF318,Hippocampus
2369569,H1-3,Hippocampus
2373000,RNASET2,Hippocampus
2374297,SLC35A1,Hippocampus
2375508,TAF11,Hippocampus
2377028,TNFAIP3,Hippocampus
2380463,CCR6,Hippocampus
2380741,CDC40,Hippocampus
2381643,DOP1A,Hippocampus
2382072,E2F3,Hippocampus
2383670,FOXF2,Hippocampus
2384551,GSTA4,Hippocampus
2388717,LRRC1,Hippocampus
2391427,PLN,Hippocampus
2391540,PREP,Hippocampus
2396504,STK38,Hippocampus
2400163,CCNC,Hippocampus
2401027,CITED2,Hippocampus
2403171,GNMT,Hippocampus
2410108,SYNE1,Hippocampus
2410836,TREM1,Hippocampus
2412268,TULP4,Hippocampus
2412524,TXNDC5,Hippocampus
2422005,KIAA0319,Hippocampus
2425253,PEX3,Hippocampus
2426333,ZSCAN26,Hippocampus
2428453,HTR1B,Hippocampus
2430721,ANKRD6,Hippocampus
2435829,VNN3,Hippocampus
2437490,RPS10-NUDT3,Hippocampus
2441510,NR2E1,Hippocampus
2443277,PLA2G7,Hippocampus
2445829,H2BC7,Hippocampus
2446825,ENPP1,Hippocampus
2447619,NT5E,Hippocampus
2451639,ZSCAN9,Hippocampus
2452335,SASH1,Hippocampus
2455853,BMP5,Hippocampus
2459514,ADAM22,Hippocampus
2460011,ACTL6B,Hippocampus
2461896,ARF5,Hippocampus
2462184,ARPC1B,Hippocampus
2464565,RBM48,Hippocampus
2464734,RELN,Hippocampus
2468673,SNX13,Hippocampus
2470482,TCAF1,Hippocampus
2472564,TRIM56,Hippocampus
2474236,VPS41,Hippocampus
2475489,BCAP29,Hippocampus
2477115,CADPS2,Hippocampus
2483372,DTX2,Hippocampus
2485474,GALNT11,Hippocampus
2487562,GRB10,Hippocampus
2488832,HIPK2,Hippocampus
2491923,KCND2,Hippocampus
2494424,MKLN1,Hippocampus
2495740,NDUFA5,Hippocampus
2499757,PRKAR2B,Hippocampus
2505243,GPR22,Hippocampus
2507271,AVL9,Hippocampus
2507719,PTPRN2,Hippocampus
2510341,CALD1,Hippocampus
2520266,PLOD3,Hippocampus
2521831,GNB2,Hippocampus
2523735,SLC4A2,Hippocampus
2524353,TMEM140,Hippocampus
2525076,BAZ1B,Hippocampus
2526415,DLD,Hippocampus
2527264,FGL2,Hippocampus
2527762,GSAP,Hippocampus
2528966,LSM5,Hippocampus
2531532,NCAPG2,Hippocampus
2531759,NEUROD6,Hippocampus
2532073,PRKAR1B,Hippocampus
2537060,AZGP1,Hippocampus
2538492,STYXL1,Hippocampus
2541785,FKBP14,Hippocampus
2543682,LAMB1,Hippocampus
2543827,LAT2,Hippocampus
2547491,AGK,Hippocampus
2552590,RABGEF1,Hippocampus
2555127,GIMAP1-GIMAP5,Hippocampus
2555747,HOXA7,Hippocampus
2559520,SEM1,Hippocampus
2561368,DYNC1I1,Hippocampus
2562291,PHTF2,Hippocampus
2563115,REPIN1,Hippocampus
2564101,WDR91,Hippocampus
2564377,KBTBD2,Hippocampus
2565351,CCZ1,Hippocampus
2569832,MEPCE,Hippocampus
2571810,DGKB,Hippocampus
2572890,TMEM168,Hippocampus
2574171,MCPH1,Hippocampus
2574887,GATA4,Hippocampus
2576946,AP3M2,Hippocampus
2579801,RAB2A,Hippocampus
2587593,UBE2V2,Hippocampus
2589137,ZNF34,Hippocampus
2589624,BMP1,Hippocampus
2591532,CHCHD7,Hippocampus
2592260,CRH,Hippocampus
2593742,DDHD2,Hippocampus
2593958,DECR1,Hippocampus
2595513,EFR3A,Hippocampus
2600821,IMPA1,Hippocampus
2601580,KAT6A,Hippocampus
2602987,MCM4,Hippocampus
2605545,NEFM,Hippocampus
2611880,FDFT1,Hippocampus
2615093,TBC1D31,Hippocampus
2615964,ZNF623,Hippocampus
2617619,DMTN,Hippocampus
2617932,EBAG9,Hippocampus
2621063,NUDT18,Hippocampus
2621343,PABPC1,Hippocampus
2622588,POLR2K,Hippocampus
2622612,PSD3,Hippocampus
2626525,YWHAZ,Hippocampus
2626899,ZFPM2,Hippocampus
2627025,BOP1,Hippocampus
2629227,LRP12,Hippocampus
2629503,LY6H,Hippocampus
2630232,NDRG1,Hippocampus
2632176,PHYHIP,Hippocampus
2639650,GDAP1,Hippocampus
2639689,GFUS,Hippocampus
2639937,GRINA,Hippocampus
2640252,HMBOX1,Hippocampus
2642088,LYPLA1,Hippocampus
2646940,RGS20,Hippocampus
2651875,MSR1,Hippocampus
2663600,GNG10,Hippocampus
2666181,ABHD17B,Hippocampus
2667174,ANGPTL2,Hippocampus
2667935,PTGS1,Hippocampus
2674332,SLC44A1,Hippocampus
2674670,SMIM27,Hippocampus
2678201,USP20,Hippocampus
2679042,WHRN,Hippocampus
2682659,CDK20,Hippocampus
2684363,DDX31,Hippocampus
2694292,LHX6,Hippocampus
2695416,MOB3B,Hippocampus
2695901,MSANTD3-TMEFF1,Hippocampus
2695976,NACC2,Hippocampus
2696143,NCS1,Hippocampus
2697732,NOL8,Hippocampus
2698690,ORM2,Hippocampus
2701955,PCSK5,Hippocampus
2709097,VPS13A,Hippocampus
2709684,BRINP1,Hippocampus
2713932,ENTR1,Hippocampus
2720909,PHF24,Hippocampus
2723915,ALDOB,Hippocampus
2726441,RALGDS,Hippocampus
2727239,SLC24A2,Hippocampus
2730166,XPA,Hippocampus
2730701,CARD9,Hippocampus
2732913,FBXW2,Hippocampus
2733708,HABP4,Hippocampus
2736078,NUP188,Hippocampus
2738250,POLE3,Hippocampus
2741249,ANP32B,Hippocampus
2741410,AOPEP,Hippocampus
2742536,SHB,Hippocampus
2754637,UBAP1,Hippocampus
2757690,RPL7A,Hippocampus
2761109,MTAP,Hippocampus
2768074,MLLT3,Hippocampus
2772306,CDC37L1,Hippocampus
2773911,MED14,Hippocampus
2774582,ARMCX5,Hippocampus
2774778,ATP6AP2,Hippocampus
2775382,RNF128,Hippocampus
2775757,SMC1A,Hippocampus
2778275,WWC3,Hippocampus
2779419,CETN2,Hippocampus
2779629,CNKSR2,Hippocampus
2780157,DIPK2B,Hippocampus
2780548,EGFL6,Hippocampus
2780934,EOLA1,Hippocampus
2780985,F8,Hippocampus
2781094,FAM50A,Hippocampus
2781239,FGF16,Hippocampus
2782898,JADE3,Hippocampus
2784001,MID1,Hippocampus
2784186,MID1IP1,Hippocampus
2784346,MOSPD2,Hippocampus
2785136,PGRMC1,Hippocampus
2785216,PHKA2,Hippocampus
2785997,POLA1,Hippocampus
2786110,PRKX,Hippocampus
2786728,PLP2,Hippocampus
2787224,STS,Hippocampus
2787379,PAK3,Hippocampus
2787943,GRIA3,Hippocampus
2788493,OFD1,Hippocampus
2788790,ARHGEF9,Hippocampus
2789482,SLC25A14,Hippocampus
2790789,CHRDL1,Hippocampus
2790907,CHST7,Hippocampus
2791296,FHL1,Hippocampus
2795349,EOLA2,Hippocampus
2796551,MAGED1,Hippocampus
2799510,DMD,Hippocampus
2800617,MAOA,Hippocampus
2800715,MCF2,Hippocampus
2801155,MTMR1,Hippocampus
2802829,TENM1,Hippocampus
2804320,SYN1,Hippocampus
2805514,XK,Hippocampus
2806858,PAGE1,Hippocampus
2807141,UXT,Hippocampus
2807481,TCEAL2,Hippocampus
2808722,CITED1,Hippocampus
483,AGBL4,LTL
501,AGO3,LTL
525,AHCYL1,LTL
742,ASTN1,LTL
831,ATP13A2,LTL
874,ATPIF1,LTL
1229,CADM3,LTL
1306,CAMTA1,LTL
1618,CDKN2C,LTL
1648,CEP104,LTL
1964,COL8A2,LTL
2033,CSF1,LTL
2052,CSF3R,LTL
2197,DDAH1,LTL
2455,DNM3OS,LTL
2618,EFHD2,LTL
3018,LOC339529,LTL
4016,MIR921,LTL
4479,NTNG1,LTL
4535,OLFM3,LTL
4755,PAX7,LTL
4808,PCP4L1,LTL
5313,POGK,LTL
5421,PRDM2,LTL
5475,PRKAA2,LTL
5561,PTAFR,LTL
5731,RASAL2,LTL
5810,RCC2,LTL
6036,FHAD1,LTL
6101,FNDC10,LTL
6649,HP1BP3,LTL
6690,HSPA7,LTL
6788,IL12RB2,LTL
6827,IRF2BP2,LTL
7386,KIF17,LTL
7642,LINC00210,LTL
7695,LINC00582,LTL
7742,LINC00862,LTL
7807,LINC01140,LTL
8265,LINC01762,LTL
8834,RPTN,LTL
9097,SH2D5,LTL
9271,SLC44A5,LTL
9282,SLC6A17,LTL
9417,SNORA16B,LTL
10206,TRIM62,LTL
10354,UBIAD1,LTL
10644,VPS45,LTL
10738,ZBTB17,LTL
11171,CHRM3,LTL
11301,LRRC7,LTL
11373,MAPKAPK2,LTL
11465,PAFAH2,LTL
11656,LDLRAP1,LTL
11684,LINC01137,LTL
11777,SAMD11,LTL
11963,UBAP2L,LTL
12984,GSTM4,LTL
13241,LOC101927844,LTL
13340,MAP1LC3C,LTL
14679,MAP3K8,LTL
15685,LOC101928322,LTL
15750,SIRT1,LTL
15850,WDR37,LTL
16372,ANXA2P3,LTL
16491,FBXO18,LTL
16726,MIR6755,LTL
16818,NTM,LTL
16968,FAT3,LTL
17290,AQP6,LTL
17351,ATP6V0A2,LTL
17652,CPM,LTL
17738,DIP2B,LTL
17812,FAIM2,LTL
17906,MIR6505,LTL
18038,PTHLH,LTL
18244,FLJ13224,LTL
18383,HELB,LTL
18701,LINC00943,LTL
18727,LOC100506393,LTL
18766,LOC101927464,LTL
18812,LOC101928137,LTL
19309,TMEM132D,LTL
20128,ATP12A,LTL
20196,ATXN8OS,LTL
20618,FAM155A,LTL
21045,MYO16,LTL
21466,RGCC,LTL
21509,FGF9,LTL
21642,GPC5,LTL
22171,LINC00350,LTL
22267,LINC00368,LTL
22280,LINC00371,LTL
22290,LINC00374,LTL
22392,LINC00399,LTL
22621,LINC00460,LTL
22809,LINC00567,LTL
23013,LMO7,LTL
23263,SHISA2,LTL
24353,LINC00398,LTL
24399,DCT,LTL
24522,LINC00403,LTL
24880,AHNAK2,LTL
24897,AKAP5,LTL
25177,BAZ1A,LTL
25487,C14orf37,LTL
25610,CLMN,LTL
26278,LRFN5,LTL
26626,NID2,LTL
26860,NRXN3,LTL
26932,OR4N2,LTL
27132,PRIMA1,LTL
27582,GALNT16,LTL
27834,ITPK1,LTL
28348,LINC01551,LTL
28939,SAV1,LTL
29064,SERPINA5,LTL
29226,SLC7A8,LTL
29255,SLC8A3,LTL
30018,FAM161B,LTL
30491,TTC8,LTL
30790,NFKBIA,LTL
30827,PYGL,LTL
30912,C14orf1,LTL
31076,RDH12,LTL
31250,ACAN,LTL
31478,APBA2,LTL
31514,ARNT2,LTL
32631,MIR4312,LTL
33324,OCA2,LTL
34085,HSP90B2P,LTL
34270,LDHAL6B,LTL
34392,LINC00929,LTL
34806,LOC102723493,LTL
34901,LOC105370954,LTL
34971,SALRNA2,LTL
35155,SLCO3A1,LTL
35286,SNAP23,LTL
35759,TPM1,LTL
35821,UNC13C,LTL
35901,ZNF592,LTL
36217,MAP2K5,LTL
36391,RASL12,LTL
36442,FSIP1,LTL
36739,FAN1,LTL
36898,PEAK1,LTL
37010,SCG3,LTL
37042,SV2B,LTL
37235,SYNM,LTL
37597,ABCC12,LTL
37849,C16orf54,LTL
38025,CACNG3,LTL
38062,CARHSP1,LTL
38371,CHST6,LTL
38412,CLEC18B,LTL
38668,CPNE7,LTL
38770,CYB5B,LTL
38809,SPN,LTL
39779,PPL,LTL
40525,ITGAM,LTL
40931,LOC100507534,LTL
40958,LOC101927272,LTL
41312,SALL1,LTL
41468,SHISA9,LTL
41641,SNORA46,LTL
42023,UBE2MP1,LTL
42137,WDR59,LTL
42508,CLUAP1,LTL
42567,MIR8058,LTL
42587,MKL2,LTL
42763,GRIN2A,LTL
42820,ITGAL,LTL
43297,DHODH,LTL
43984,AA06,LTL
44509,C17orf102,LTL
44640,CACNB1,LTL
44799,CCL1,LTL
44990,CHRNB1,LTL
44997,CLEC10A,LTL
45012,COG1,LTL
45084,CTNS,LTL
45092,CYB561,LTL
45625,MAP3K3,LTL
46463,PIK3R5,LTL
46517,PIRT,LTL
47022,HEXDC,LTL
47065,HNF1B,LTL
47111,JUP,LTL
47874,SCARNA20,LTL
48106,SLC39A11,LTL
48232,SNORA38B,LTL
48239,SNORA50C,LTL
48668,TIAF1,LTL
48922,USP43,LTL
48959,VEZF1,LTL
49099,WSCD1,LTL
49546,LOC440446,LTL
49676,PPM1D,LTL
49867,LGALS9,LTL
50032,SPHK1,LTL
50066,TMEM106A,LTL
50080,TUBG1,LTL
50254,PCTP,LTL
50274,LLGL2,LTL
50534,ALOX15B,LTL
50570,LOC440461,LTL
50762,MPO,LTL
51002,ANKRD29,LTL
51104,BCL2,LTL
51222,CCBE1,LTL
51525,DCC,LTL
52147,MEX3C,LTL
52306,MIR4528,LTL
53057,PTPRM,LTL
53714,LINC01387,LTL
53997,RNF152,LTL
54030,RNF165,LTL
54085,RTTN,LTL
54401,SOCS6,LTL
54526,TTC39C,LTL
55138,LOC101927410,LTL
55165,TMEM241,LTL
55189,TNFRSF11A,LTL
55784,ADCYAP1,LTL
56114,BLVRB,LTL
56186,C5AR1,LTL
56262,CACNG8,LTL
56402,CERS4,LTL
56489,CRTC1,LTL
56548,DMKN,LTL
56774,MAN2B1,LTL
57491,GIPR,LTL
57514,GPI,LTL
57622,HOMER3,LTL
57734,INSR,LTL
57872,KLK7,LTL
57936,LILRA1,LTL
57955,LILRB1,LTL
58275,SLC25A23,LTL
58357,SMIM17,LTL
58639,VASP,LTL
58803,ZNF565,LTL
59008,ARHGAP45,LTL
59114,EFNA2,LTL
59153,PLPP2,LTL
59758,ARRDC2,LTL
59854,PLAUR,LTL
59879,CLPTM1,LTL
60614,ABCG8,LTL
60641,ABI2,LTL
61032,AGAP1,LTL
61327,AOX1,LTL
61342,AP1S3,LTL
61738,B3GALT1,LTL
61887,BRE,LTL
61957,C2orf68,LTL
62001,C2orf73,LTL
62296,CCDC85A,LTL
62393,CFAP221,LTL
62598,CNTNAP5,LTL
62952,DAPL1,LTL
63025,DDX11L2,LTL
63339,DOK1,LTL
63448,DTNB,LTL
63542,E2F6,LTL
63606,EFR3B,LTL
63682,EML6,LTL
64326,LOC400997,LTL
64344,LOC646736,LTL
64371,LOC728730,LTL
64686,MAPRE3,LTL
66227,NRXN1,LTL
66257,NTSR2,LTL
66796,PNPT1,LTL
67288,REG1B,LTL
67822,FOXI3,LTL
68119,GALNT14,LTL
68132,GALNT5,LTL
68221,GCC2,LTL
68730,ICA1L,LTL
68834,IL36G,LTL
69806,LINC01119,LTL
69906,LINC01185,LTL
70114,LINC01494,LTL
70144,LINC01790,LTL
70179,LINC01793,LTL
70401,LOC100506274,LTL
70609,LOC101927907,LTL
70705,LOC101927960,LTL
71245,SATB2,LTL
71420,SERPINE2,LTL
71685,SLC16A14,LTL
71932,SNORD94,LTL
72192,ST6GAL2,LTL
72250,STAT4,LTL
72266,STON1,LTL
72891,TMEM185B,LTL
73281,VSNL1,LTL
73321,WDR92,LTL
73927,CYP20A1,LTL
73934,DGUOK,LTL
74044,LYPD6B,LTL
74710,SCHLAP1,LTL
74774,STEAP3,LTL
74860,TSSC1,LTL
75087,LOC151174,LTL
75437,ADRA2B,LTL
75764,ERBB4,LTL
75939,LOC101928111,LTL
76252,BOLA3,LTL
76316,DGKD,LTL
76405,GPR55,LTL
76650,MRPS5,LTL
76685,SUN5,LTL
76895,BFSP1,LTL
77340,CDH4,LTL
77972,LOC149684,LTL
78288,MIR3194,LTL
78828,PLCB1,LTL
79058,PTPRA,LTL
79172,RBM38,LTL
79254,GFRA4,LTL
79430,JPH2,LTL
79525,KCNS1,LTL
79674,LINC00494,LTL
79805,LINC01441,LTL
80058,LOC102606466,LTL
80126,SAMHD1,LTL
80214,SLC32A1,LTL
81071,SNORD17,LTL
81273,ASXL1,LTL
81650,GINS1,LTL
81744,SNORA71B,LTL
81766,MANBAL,LTL
81829,TM9SF4,LTL
82117,C21orf59,LTL
82563,PCBP3,LTL
82798,ITGB2,LTL
83500,LIPI,LTL
83517,RRP1B,LTL
84124,CECR5,LTL
84377,LOC284898,LTL
84548,MFNG,LTL
84756,NCF4,LTL
84771,NIPSNAP1,LTL
85525,LOC100507599,LTL
85581,RSPH14,LTL
85681,SLC5A1,LTL
85858,TTLL1,LTL
86078,PARVG,LTL
86176,TTC38,LTL
86667,MSL2,LTL
87639,C3orf33,LTL
88360,CLDN16,LTL
88408,CMTM7,LTL
88535,CPNE4,LTL
88937,EBLN2,LTL
89366,ETV5,LTL
89849,LRRC3B,LTL
91134,NEK10,LTL
91179,NFKBIZ,LTL
91857,PIGZ,LTL
91890,PLCH1,LTL
93322,GPR149,LTL
93428,GSK3B,LTL
94038,KIAA1524,LTL
94172,LIMD1,LTL
96067,SPATA12,LTL
96220,STAB1,LTL
96511,TMEM45A,LTL
96735,ULK4,LTL
96796,VEPH1,LTL
97022,ZBBX,LTL
97218,ZNF35,LTL
97221,ZNF385D,LTL
97294,ZNF860,LTL
97356,BCL6,LTL
97383,ADPRH,LTL
97829,NCEH1,LTL
98037,KLF15,LTL
98051,LINC00884,LTL
98465,LINCR.0002,LTL
98567,FAM86DP,LTL
98700,ZXDC,LTL
98903,KCNAB1,LTL
99262,CIDECP,LTL
99306,LOC101929754,LTL
99490,MTNR1A,LTL
100729,DCTD,LTL
100988,FAM149A,LTL
101185,LOC340017,LTL
101378,LYAR,LTL
101626,MIR3139,LTL
101711,MIR4275,LTL
102448,PDHA2,LTL
103539,GPM6A,LTL
103604,GRIA2,LTL
103637,GUSBP5,LTL
103735,HOPX,LTL
103849,INTU,LTL
104383,LINC01098,LTL
104739,LOC100507487,LTL
105112,LOC101929577,LTL
105142,LOC102723778,LTL
105353,SEPTIN11.,LTL
105442,SH3RF1,LTL
105541,SLC2A9,LTL
105635,SLED1,LTL
105791,SNORA26,LTL
105911,SOWAHB,LTL
105938,SPARCL1,LTL
105957,SPATA18,LTL
106088,SPP1,LTL
106422,TECRL,LTL
106598,TMEM150C,LTL
106667,TNIP2,LTL
106950,WDR17,LTL
107346,HERC6,LTL
108170,KIT,LTL
108876,ACSL6,LTL
109395,BASP1,LTL
109750,CDH9,LTL
110519,DOK3,LTL
111204,LOC105379192,LTL
111280,LOC441081,LTL
112426,NKD2,LTL
112499,NPR3,LTL
112561,NSD1,LTL
112606,OTULIN,LTL
112668,PCDHGC5,LTL
112709,PDE8B,LTL
112938,PKD2L2,LTL
113178,PWWP2A,LTL
113239,RAI14,LTL
113683,FSTL4,LTL
113778,GCNT4,LTL
113985,HAPLN1,LTL
114085,HNRNPH1,LTL
114088,HOMER1,LTL
114167,HSPB3,LTL
114205,IL3,LTL
114255,IQGAP2,LTL
114923,LINC01333,LTL
115400,LOC101926941,LTL
115421,LOC101926975,LTL
115611,LOC101928505,LTL
115628,LOC101928539,LTL
115734,LOC101929284,LTL
115968,LOC102467226,LTL
116376,SH3PXD2B,LTL
116413,SHROOM1,LTL
116569,SLC25A48,LTL
116772,SPEF2,LTL
116918,TCOF1,LTL
116939,TENM2,LTL
117750,CDH12,LTL
118220,FBXL17,LTL
118422,LINC00461,LTL
118759,CD180,LTL
118827,LUCAT1,LTL
119232,SNORA74B,LTL
120072,ALDH5A1,LTL
120504,CAHM,LTL
120677,CLIC5,LTL
120767,COL12A1,LTL
121021,DUSP22,LTL
121431,LRRC1,LTL
121647,MAS1,LTL
121658,MCHR2,LTL
122483,MOCS1,LTL
122523,MRPS18A,LTL
122566,MYLIP,LTL
122819,NRN1,LTL
123047,PDE7B,LTL
123314,PIP5K1P1,LTL
123607,PRSS35,LTL
123778,REPS1,LTL
123910,FKBP5,LTL
124076,FRS3,LTL
124573,HCG22,LTL
124597,HCG25,LTL
124693,HIST1H1A,LTL
124697,HIST1H2BE,LTL
125149,KCNQ5,LTL
125206,KIAA0319,LTL
125677,LINC01512,LTL
125844,LOC100506885,LTL
126275,LOC101929705,LTL
126392,RIMS1,LTL
126549,RSPH3,LTL
126737,SGK1,LTL
126886,SLC22A23,LTL
127043,SNORD52,LTL
127559,TINAG,LTL
127587,TMEM200A,LTL
127910,VIP,LTL
127933,WASF1,LTL
128113,ZSCAN16,LTL
128127,ME1,LTL
128262,ADGRB3,LTL
128391,CNKSR3,LTL
128730,MLIP,LTL
129122,RNASET2,LTL
129527,ENPP1,LTL
129810,FAM217A,LTL
129912,TXNDC5,LTL
129948,ATXN1,LTL
131317,BLVRA,LTL
